review,sentiment
"So let's begin!)))<br /><br />The movie itself is as original as Cronenberg's movies would usually appear...<br /><br />My intention to see it was certainly JJL being one of my favourite actresses. She is as lovely as usual, this cutie!<br /><br />I would not say it was my favourite movie of hers. Still it's quite interesting and entertaining to follow. <br /><br />The rest of the cast is not extremely impressive but it is not some kind of a miscast star array. ;)<br /><br />Recommend with confidence!))))",positive
"DON'T TORTURE A DUCKLING is one of Fulci's earlier (and honestly, in terms of story-line, better...) films - and although not the typical ""bloodbath"" that Fulci is known for - this is still a very unique and enjoyable film.<br /><br />The story surrounds a small town where a series of child murders are occurring. Some of the colorful characters involved in the investigations - either as suspects, or those ""helping"" the investigation (or in some cases both) - include the towns police force, a small-time reporter, a beautiful and rich ex-drug addict, a young priest and his mother, An old man who practices witchcraft and his female protégé, a mentally handicapped townsman, and a deaf/mute little girl. All of these people are interwoven into the plot to create several twists and turns, until the actual killer is revealed...<br /><br />DON'T TORTURE A DUCKLING is neither a ""classical"" giallo or a typical Fulci gore film. Although it does contain elements of both - it is more of an old-fashioned murder mystery, with darker subject matter and a few scenes of graphic violence (although nothing nearly as strong as some of Fulci's later works). This is a well written film with lots of twists that kept me guessing up until the end. Recommended for giallo/murder-mystery fans, or anyone looking to check out some of Fulci's non-splatter films - but don't despair, DON'T TORTURE still has more than it's fair share of violence and sleaze. Some may be put off by the subject of the child killings, and one main female character has a strange habit of hitting on very young boys, which is also kind of disconcerting - but if that type of material doesn't bother you, then definitely give this one a look. 8.5/10",positive
"I thought that Mukhsin has been wonderfully written. Its not just about entertainment. There's tonnes of subtle messages that i think Yasmin was trying to bring across. And yes, it might be confusing to some of you(especially if you didn't watch Sepet and/or Gubra for 76 times).<br /><br />I bet u noticed how they use characters from the two movies before right? Its really ironic how the characters relate. Like the bossy neighbour is that prostitute from Gubra. And the chick at the snooker pad turns out to be the religious and wife of the pious man in the future. <br /><br />And i absolutely love the voice-overs. Its crude yet awakeningly fresh. Like, when they took a shot of the Rumah Tumpangan Gamin signboard, then there was suddenly Mukhsin's voice saying 'Bismillahhirrahmannirrahim..' (the scene when he climbed the tree).<br /><br />It captured Malaysian's attitude(and in some mild way, sniggering at how pathetic it is) portrayed in the character. For example, even the kids can be really sharp tongued(complete with the shrill annoying voice) and simply bad mouth ppl all movie long. And how you can be such a busybody and talk about ppl, when ur own life isn't sorted out. <br /><br />All i can say is, this movie totally reached my expectation if not exceeded it. <br /><br />It kept me glued to the screen, i couldn't even take my eyes off it. Not even to make out in the cinema. Ha ha.",positive
"I am not a golf fan by any means. On May 26 about 10:30 PM the movie started with a scene in the late 1800's. Old movies I like but not golf however, within the first scene a young boy (Harry Vardon) is awaken by the voices of men. He goes outside to inquire what they are doing and is told they are going to build a golf something... So , then I turned the television off but something stirred me and it was back on. The movie is excellent. We then see this young boy now a man; professional golf player who is haunted with visions from his childhood. Then we meet the true focus of the movie Francis and the decisions he makes for golf. You meet his mother and father who want to protect him from the class thing that is so obvious during the period. Then there is little Eddie Lowery his caddy with encouraging words and little pushes that are instrumental in Francis winning. Don't want to give away too much . I was up until 2 A.M. This is super please see the movie.",positive
"It tries to be the epic adventure of the century. And with a cast like Shô Kasugi, Christopher Lee and John-Rhys Davies it really is the perfect B-adventure of all time. It's actually is a pretty fun, swashbuckling adventure that, even with it's flaws, captures your interest. It must have felt as the biggest movie ever for the people who made it. Even if it's made in the 90s, it doesn't have a modern feel. It more has the same feeling that a old Errol Flynn movie had. Big adventure movie are again the big thing in Hollywood but I'm afraid that the feeling in them will never be the same as these old movies had. This on the other hand, just has the real feeling. You just can't hate it. I think it's an okay adventure movie. And I really love the soundtrack. Damn, I want the theme song.",positive
"The Last Hard Men finds James Coburn an outlaw doing a long sentence breaking free from a chain gang. Do he and his friends head for the Mexican border from jail and safety. No they don't because Coburn has a mission of revenge. To kill the peace officer who brought him in and in the process killed his woman.<br /><br />That peace officer is Charlton Heston who is now retired and he knows what Coburn is after. As he explains it to his daughter, Barbara Hershey, Coburn was holed up in a shack and was involved in a Waco like standoff. His Indian woman was killed in the hail of bullets fired. It's not something he's proud of, she was a collateral casualty in a manhunt.<br /><br />Lest we feel sorry for Coburn he lets us know full well what an evil man he truly is. Heston is his usual stalwart hero, but the acting honors in The Last Hard Men go to James Coburn. He blows everyone else off the screen when he's on. <br /><br />Coburn gets the bright idea of making sure Heston trails him by kidnapping Hershey and taking her to an Indian reservation where the white authorities can't touch him. He knows that Heston has to make it personal then.<br /><br />Coburn's gang includes, Morgan Paull, Thalmus Rasulala, John Quade, Larry Wilcox, and Jorge Rivero. Heston has Chris Mitchum along who is his son-in-law to be.<br /><br />The Last Hard Men is one nasty and brutal western. Andrew McLaglen directed it and I'm thinking it may have been a project originally intended for Sam Peckinpaugh. It sure shows a lot of his influence with the liberal use of slow motion to accentuate the violence. Of which there is a lot. <br /><br />For a little Peckinpaugh lite, The Last Hard Men is your film.",positive
"This film took me by surprise. I make it a habit of finding out as little as possible about films before attending because trailers and reviews provide spoiler after spoiler. All I knew upon entering the theater is that it was a documentary about a long married couple and that IMDb readers gave it a 7.8, Rotten Tomatoes users ranked it at 7.9 and the critics averaged an amazing 8.2! If anything, they UNDERRATED this little gem.<br /><br />Filmmaker Doug Block decided to record his parents ""for posterity"" and at the beginning of the film we are treated to the requisite interviews with his parents, outspoken mother Mina, and less than forthcoming dad, Mike. I immediately found this couple interesting and had no idea where the filmmaker (Mike & Mina's son Doug) was going to take us. As a matter of fact, I doubt that Doug himself knew where he was going with this!<br /><br />Life takes unexpected twists and turns and this beautifully expressive film follows the journey. It is difficult to verbalize just how moved I was with this story and the unique way in which it was told. Absolutely riveting from beginning to end and it really is a must-see even if you aren't a fan of the documentary genre. This film will make you think of your own life and might even evoke memories that you thought were long forgotten. ""51 Birch Street"" is one of those rare filmgoing experiences that makes a deep impression and never leaves you. The best news of all is that HBO had a hand in the production so instead of playing to a limited art house audience, eventually, millions of people will have a chance to view this incredible piece of work. BRAVO!!!!!!!!",positive
"Stephen Hawkings is a genius. He is the king of geniuses. Watching this movie makes me feel dumb. But it's a great movie. Not highly entertaining, but very very intriguing. The movie centers around wheelchair bound Stephen Hawkings, a man who makes Einstein look average, and his theories and scientific discoveries about the universe, time, the galaxy, and black holes. Everyone at sometime or another during a really intense high comes to a moment when they think they'v got the universe and the cosmos figured out and they swear as soon as they sober up they'll write it all down. Well here is a man who actually held that feeling for more then six hours. Here is a man who despite suffering from Lou Gehrig's disease has become the greatest mind the world has yet seen. Watch this and listen in on how he has formulated theories on black holes. Awesome. You won't be the same after you see it.",positive
"""Down Periscope"" has been in our library since it first arrived in VHS. Since then, we have acquired the DVD and a digital from Cinema Now.<br /><br />It is a quirky flick that does not go militarily overboard as either pro or con. It is first and foremost a comedy and as a vehicle for the main characters, I am quite surprised that a sequel has never been offered.<br /><br />The movie has gained a following that borders on a cult obsession, even among the very young. I became aware of this while visiting the USS Drum in Mobile, Alabama in 2002. A group of Cub Scouts, my grandson among them, had all taken up the roles from the movie and planned to relive it during their overnighter on board.<br /><br />It is a fun romp that makes you proud both of our Navy and Hollywood... which is rare company.<br /><br />Thanks to Kelsey Grammar, Lauren Holly and Rob Schneider for making what could have been an otherwise unremarkable movie, such great entertainment!",positive
"Deanna Durbin, Nan Grey and Barbara Read are ""Three Smart Girls"" in this Universal film from 1936, which introduces Deanna Durbin to film audiences. It also stars Ray Milland, Mischa Auer, Charles Winninger, John King, Binnie Barnes and Alice Brady. It's a sweet story about three young women, now living in Switzerland with their divorced mother, who hear their father (Winninger) is marrying again. Not having seen him in 10 years and knowing their mother still loves him, they board a ship to America, with the help of the housekeeper/nanny, determined to stop the wedding. Realizing that the intended, called ""Precious"" (Barnes) is nothing but a gold-digger aided and abetted by her mother (Brady), they arrange for her to be introduced to a wealthy Count. This is arranged by their father's accountant (King). The man he chooses is a full-time drunk (Auer), but the girls mistake him for an actual wealthy count (Milland). What a mess.<br /><br />This is a delightful film, not cloying or overly sugary at all, with some nice performances, particularly by Auer, Milland, Barnes and Brady. The young women are pretty and all do good work. The emphasis, of course, is on young Durbin, who is a natural actress and a beautifully-trained singer. In fact, her voice as a youngster is much more even than it would be as an adult - she has no trouble with the high notes, as she did later on because she put too much weight in the middle voice. She sings a delightful ""Il Bacio"" in a police station.<br /><br />One of the nicest things about the film is to see the father, played by Charles Winninger, not want his children around - until he sees them and gets to know them. Barnes as the gold-digger isn't all that young, but the girls' mother looks way up there, so the inference probably was the older man seeking his youth with a younger, more glamorous woman. In fact, he finds the youth he was seeking in his daughters.<br /><br />Universal gives Durbin the big star buildup here - she has the final shot in the movie. Ray Milland at this point was still paying his dues, and it will probably be a surprise even to film fans how young and attractive he is.<br /><br />Very entertaining and of course, this led to a sequel and big stardom for Deanna.",positive
"If anyone is wondering why no one makes movies like they used to, with conversation, character and a simple theme of friendship struggling to evolve into something new, better and different, those folks need to take in this film and see top notch writing, directing, and acting that melds into a wonderful evening of observation on how things used to be in Italy and England. Other days, other times funneled into a terrific comedy of entertainment, made in 1992 with Alfred Molina, Joan Plowright, Polly Walker, Josie Lawrence, Jim Broadbent, Miranda Richardson, and Michael Kitchens in the major roles. Under the brush stroke direction of Mike Newell, these actors accomplish vividly memorable performances that are photographed with a sublimely subtle painter's eye. Reminiscent of the theatrical bedroom farce of the turn of the century, this film might be called a friendship farce that becomes a worthwhile experience in the growth of the romantic nature within each character, and the viewer, too. An artistic telegram on the importance of caring about those around us.",positive
"Daniel Day-Lewis is the most versatile actor alive. English aristocratic snob in A Room With a View, passionate Irish thief in In the Name of the Father, an impudent, violent butcher in Gangs of New York (in a performance ten times stronger than Adrian Brody's in the Pianist) and as the outrageous Cristy Brown with cerebral palsy in My Left Foot (just to name a few). His roles all influence eachother, but each is seperate, and utterly unique. He changes completely, with each character he takes on. And I'm beginning to believe that he can act as anything. Anything.<br /><br />As Cristy Brown he is stunning. He does not ridicule the character, and he does not pity the character. A difficult achievement. And Cristy Brown comes to life. A smart man. An outrageous man. Human.<br /><br />This movie, despite small scene-transition faults and the like, is an inspiration. Yes, it's predictable. But is it stupidly sentimental? No. I laughed. I cried. Not a single moment of cheese. Proof that this isn't a Hollywood movie.<br /><br />My favourite scene is the scene in the restaurant, when Cristy is discussing painters with Eileen, Peter and her friends. Here's where Daniel Day-Lewis reaches an acting climax. ""I'll kick you in the only part of your anatomy that's animated."" ""Wheel out the cripple!"" And his performance never slows down, never falters, and is beautiful. Simply. He has a lot of screen time here. I watch it again again, and I never get tired of Cristy's perspicacious eyes, twitching and guttural speeches.<br /><br />A must-see. Fo sho, yo!",positive
"I have been a Mario fan for as long as I can remember, I have very fond memories of playing Super Mario World as a kid, this game has brought back many of those memories while adding something new. Super Mario Galaxy is the latest installment in the amazing Mario franchise. There is much very different about this game from any other Mario before it, while still keeping intact the greatest elements of Mario, the first noticeable difference is that the story takes place in space.<br /><br />The story begins much like any other Mario game, Mario receives a letter from Princess Peach inviting him to a celebration at her castle in the Mushroom Kingdom. Upon arriving at Peach's castle Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their airships. Bowser kidnaps Princess Peach and then lifts her castle up into space. In the midst of the castle being lifted into space Mario falls off and lands on an unknown planet. Mario is found by a talking star named Luma and is taken back to the Luma's home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has taken away the space station's Power Stars and scattered them across the universe, it is up to Mario to help the Lumas find them and save Peach, thus the adventure begins.<br /><br />The way you play the game is by flying from the space station to other galaxies, each galaxy consists of multiple planets that Mario travels amongst in levels via these shooting stars to retrieve the Power Stars. Mario can at many times walk all the way around planets without losing gravity, some planets are small and others are big, many planets are similar to classic Mario environments. The best thing about the game are the controls, all of the stuff like jumping and such is still the same, but the wiimote is used in many unique ways in this game. You shake the remote Mario will perform a spin that is used as the primary attack in the game, and it will as well activate the shooting stars. You can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment. Then there is the graphics, these are by far the best graphics on the Wii, it is just so hard to describe how great this game looks, you could probably almost say it looks as good as some 360 games.<br /><br />My only minor gripes is that the going upside down effect takes some getting used to, and also the story is pretty weak. The worst part is that you lose all of your lives when you turn off the game, no matter how many you had when you last quit you restart at 4 lives. Still these minor problems aside it's a superb game that is highly entertaining and is very challenging. This is the type of game that we've been waiting for on the Wii.<br /><br />A perfect 10 out of 10!",positive
"This short film that inspired the soon-to-be full length feature - Spatula Madness - is a hilarious piece that contends against similar cartoons yielding multiple writers. The short film stars Edward the Spatula who after being fired from his job, joins in the fight against the evil spoons. This premise allows for some funny content near the beginning, but is barely present for the remainder of the feature. This film's 15-minute running time is absorbed by some odd-ball comedy and a small musical number. Unfortunately not much else lies below it. The plot that is set up doesn't really have time to show. But it's surely follows it plot better than many high-budget Hollywood films. This film is worth watching at least a few times. Take it for what it is, and don't expect a deep story.",positive
"I bought this game on an impulse buy from walmart. I am glad I did. It was very entertaining listening to Sean Connery and playing the game. I thought the graphics were the best I have ever seen in a movie/game remake. The bonus levels were very hard! The sniper one I think was too hard, it made me so frustrated I didn't play the game for a week and a half. There were too many people shooting at you with nothing to hide behind or life to handle it. <br /><br />The only thing I might change was the upgrade system. I didn't notice any difference from un-upgraded equipment to the upgraded, such as buying an armor upgrade didn't seem to make the armor stronger or more filling on my life meter. I really liked the Q copter. I think the developers did a good job.",positive
"No, this hilariously horrible 70's made-for-TV horror clinker isn't about a deadly demonically possessed dessert cake. Still, this exceptionally awful, yet undeniably amusing and thus enjoyable cathode ray refuse reaches a breathtaking apex of absolute, unremitting silliness and atrociousness that's quite tasty in a so-execrable-it's-downright-awesome sort of way. Richard Crenna, looking haggard and possibly inebriated, and Yvette Mimieux, who acts as if she never got over the brutal rape she endured in ""Jackson County Jail,"" sluggishly portray a disgustingly nice and respectable suburbanite couple whose quaint, dull, sleepy small town existence gets ripped asunder when the cute German Shepard they take in as the family pet turns out to be some ancient lethal evil spirit. Pretty soon Mimieux and her two repellently cutesy kids Kim Richards and Ike Eisenmann (the psychic alien moppets from the Disney ""Witch Mountain"" pictures) are worshiping a crude crayon drawing of the nasty, ugly canine entity in the den. Boy, now doesn't that sound really scary and disturbing? Well, scary and disturbing this laughably ludicrous claptrap sure ain't, but it sure is funny, thanks to Curtis (""Night Tide"") Harrington's hopelessly weak direction, cartoonish (not so) special effects, an almost painfully risible'n'ridiculous plot, and a game cast that struggles valiantly with the absurd story (besides the leads, both Martine Beswicke and R.G. Armstrong briefly pop up as members of a Satanic cult and Victor Jory has a nice cameo as a helpful Native American shaman). Favorite scene: the malicious Mephestophelion mutt puts the whammy on Crenna, practically forcing him to stick his hand into a wildly spinning lawnmower blade. While stuck-up snobby fright film fans may hold their noses at the perfectly putrid stench of this admittedly smelly schlock, devout TV trash lovers should deem this endearingly abominable offal the boob tube equivalent to Alpo.",positive
"Marion Davies stars in this remarkable comedy ""Show People"" released by MGM in 1928. Davies plays a hick from Savannah, Georgia, who arrives in Hollywood with her father (Dell Henderson). The jalopy they arrive in is a hoot - as is Davies outrageous southern costume. Davies lands a job in slapstick comedy, not what she wants, but it brings her success. She meets fellow slapstick star William Haines, who is immediately smitten with her. Well, Davies then gets a job at a more prestigious studio (""High Art Studios"") and lands a job in stuffy period pieces. A handsome but fake actor (Andre Telefair) shows her the ropes of how to be the typical pretentious Hollywood star. Davies abandons her slapstick friend and father for the good life, but of course learns that is not who she really is. Marion Davies is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a ""serious"" actress. William Haines is his usual wonderful comedic self, and there are cameos by Charles Chaplin, John Gilbert, and other famous stars of the day, including the director of the film, King Vidor. This is a silent film with a few ""sound effects"" as sound pictures were just coming into their own. A treasure of a film.",positive
"The performance of every actor and actress (in the film) are excellently NATURAL which is what movie acting should be; and the directing skill is so brilliantly handled on every details that I am never tired of seeing it over and over again. However, I am rather surprised to see that this film is not included in some of the actors' and director, Attenborough's credits that puzzles me: aren't they proud of making a claim that they have made such excellent, long lasting film for the audience? I am hoping I would get some answers to my puzzles from some one (possibly one of the ""knowledgeable"" personnel (insider) of the film.",positive
"Despite later claims, this early-talkie melodrama has very little in common with ""Citizen Kane"": It's a biopic of a ruthless but human fictional plutocrat, told in flashback but hopping around time. The scriptwriter, Preston Sturges, shows none of his later gift for sparkling dialog, and none of the myriad cinematic innovations of ""Kane"" are evident. Still, it's very watchable, with a young Spencer Tracy (his old-man makeup makes him look just like, well, an old Spencer Tracy) showing depth and authority, and Colleen Moore -- a little past her prime, and not physically well matched -- playing a multifaceted woman-behind-the-man. There's also Helen Vinson as one of the most treacherous femmes fatales in movie history, sending the final third into ecstatic soap-opera reverberations. The surviving print is jumpy and has missing audio snippets, and there are some plot holes left open (how would she know whose son it was if she's sleeping with both of them?), and the music is awfully hokey. For all that, I was quite fascinated.",positive
"This is the best version (so far) that you will see and the most true to the Bronte work. Dalton is a little tough to imagine as Rochester who Jane Eyre declared ""not handsome"". But his acting overcomes this and Zelah Clark, pretty as she is, is also a complete and believable Jane Eyre. This production is a lengthy watch but well worth it. Nearly direct quotes from the book are in the script and if you want the very first true 'romance' in literature, this is the way to see it. I own every copy of this movie and have read and re-read the original. The filming may seem a little dated now but there will never be another like this.",positive
"So well made, no CGI crap. Has anyone else been on the ""Jumping Crocs"" tour of Darwin's Adelaide River before? Black Water was WAY realistic; Rogue was a bit cringeworthy.<br /><br />Thought the blonde chick was excellent in it - haven't really seen her before. And the other chick is a babe, she is always excellent. <br /><br />V. suspenseful - I would compare it to Jaws over any other man eating animal flick. <br /><br />Got the hole Aussie thing down pat without going OTT with struths and crikeys, as well. <br /><br />Loved it!",positive
"The Assignment is an outstanding thriller with several plot twists driven by character, rather than star turns, the need to stage special effects, obligatory romance, and endless car chases. However, there is a car chase in here, and a dandy it is. Aidan Quinn is wonderful as both the terrorist and the naval officer ""recruited"" to eliminate him. It is rare that a second or third tier actor, such as Quinn, is given an important starring role like this that carries a film. Usually, such a role is given to an A-list actor with box office draw, which is probably why I never heard of this film before I saw it. Donald Sutherland is great as the morally ambiguous, somewhat creepy at times, agent that recruits Quinn. Ben Kingsley is fine also as the Israeli agent. The plot is very complex and there are multiple story lines, which converge in gradual fashion toward the end, and not all at once as we're used to seeing. The paranoia and claustrophobia of these type of thrillers is captured and portrayed with both moral ambiguity and frightening intensity. The locations are convincing and effective. The soundtrack is nothing special, but rarely do we get all of the above mentioned qualities these days, without dumb and/or meaningless plot developments; unconvincing star turns; loud, annoying, music video type soundtracks; a villain that hams it up; and repeatedly a cast, costumes, and plot that cater mostly to an audience under 25. This is an outstanding thriller, which most assuredly did not get its just due upon its release. ***1/2 of 4 stars.",positive
"this is one of the finest movies i have ever seen....the stark scenery...the isolation...the ignorant bigoted people hiding behind their religion...a backdrop for some wordliness and sophistication...the acting is completely natural...but for me as a""foodie' the best is the actual choosing and preparation of the feast..i have spent time in paris and know the cuisine well...whether or not the cafe anglais really exists i don't know but i do know of similar establishments and babette's menu and choice of wines are authentic...and of course the end where despite themselves the perfect meal mellows them back to friendship is the only ending there could be..this is a 10 out of 10 film and should be seen by anyone with enough brain and taste to understand it",positive
"Set in the 1794, the second year of the French republic formed after the execution of Louis XVI, this film portrays the power struggle between the revolutionary leaders Danton (Gerard Depardieu, at his finest) and Robespierre (a commanding performance by the Polish actor Wojciech Pszoniak). The moderate revolutionary Danton has returned to Paris from his country seat where he has been since being deposed as leader of the Committee of Public Safety in the previous year by Robespierre. He is opposed to ""The Reign Of Terror"" which has resulted in the executions of thousands of citizens, mainly by guillotine, who are thought to be opposed to the Revolution. Danton is confident of the support of the ordinary people and tries to persuade Robespierre to curb the bloodletting. But Robespierre and the Committee are afraid that the popularity of Danton will lead to them being overthrown, and put Danton and his supporters on trial for being traitors. This was the first French language film made by Andrzej Wajda after he had arrived in France from Poland. His Polish film company was closed down by the government due to his support for the Solidarity trade union, which had opposed the Polish government in the late seventies and early eighties. His previous film ""Man Of Iron"" (1981) had dealt with the Solidarity union and its leader Lech Walesa, and it is easy to draw comparisons between the relationship of Walesa and the Polish leader General Jaruselski, and that between Danton and Robespierre. Danton/Walesa are the voice of reason opposed to Robespierre/Jaruselski who continue dictatorial rule despite having lost the support of the people they claim to represent. The film is based on the Polish play ""The Danton Affair"" written by Stanislawa Przybyszewska in the 1930s, and on its release the film was criticised by some for being static and theatrical. But what the film does is to concentrate on the behind-the-scenes meetings of the Committees and the scenes in the National Assembly and the courtroom rather than the activities on the streets of Paris.",positive
this movie gets a 10 because there is a lot of gore in it.who cares about the plot or the acting.this is an Italian horror movie people so you know you can't expect much from the acting or the plot.everybody knows fulci took footage from other movies and added it to this one.since i never seen any of the movies that he took footage from it didn't matter to me.the Italian godfather of gore out done himself with this movie.this is one of the goriest Italian movies you will ever see.no gore hound should be without this movie in their horror movie collection.buy this movie no matter what it is a horehounds dream come true.,positive
"Ingrid Bergman, playing dentist Walter Matthau's faithful receptionist who harbors a little crush on her boss, is absolutely wonderful in this film. She handles the witty repartee in the script with aplomb and steals a terrific scene where she and Goldie Hawn talk in a record booth (Ingrid's monologue is a front, but her face tells you she believes in it with all her heart). Matthau is an odd choice for the leading man (he's too old for Goldie Hawn and too unrefined for Bergman, not to mention too unfocused to be a dentist), but I liked the way he tries hard to please Goldie and stumbles around trying to free himself from a lie. Hawn (who won a Supporting Oscar) is just as fresh and bubbly as she is today. This bedroom farce isn't terribly sophisticated (and faintly reminds one of ""Any Wednesday"" besides), but it's a welcome relief from the noisy, teen-oriented comedies they turn out today. ""Cactus Flower"" is a lovely sigh! *** from ****",positive
"This tale based on two Edgar Allen Poe pieces (""The Fall of the House of Usher"", ""Dance of Death"" (poem) ) is actually quite creepy from beginning to end. It is similar to some of the old black-and-white movies about people that meet in an old decrepit house (for example, ""The Cat and the Canary"", ""The Old Dark House"", ""Night of Terror"" and so on). Boris Karloff plays a demented inventor of life-size dolls that terrorize the guests. He dies early in the film (or does he ? ) and the residents of the house are subjected to a number of terrifying experiences. I won't go into too much detail here, but it is definitely a must-see for fans of old dark house mysteries.<br /><br />Watch it with plenty of popcorn and soda in a darkened room.<br /><br />Dan Basinger 8/10",positive
"This movie was one of the best movies that I have seen this year. I didn't see any cameos in the movie, but it is still pretty good. It is similar to Anchorman in the humor department, but I think this is a better put together movie. It actually has a point. If you are going to see a whole bunch of T&A you will be disappointed. Just a well put together movie!!!! If you have nothing to do for the day or you need a lot of humor, you will find this to be a really good movie. I definitely think that Ebert and Roeper's review of this movie is right on. I mean, I don't really like Ebert on most movies, but this is the movie that I will agree about. The movie contains a good enough story that it is actually believable that these type of people are out there. There is definitely something to be said about how they treat virginity in this movie. Yea, sure, you get laughed at when it is found out about, but it still suggests that you wait. Steve did a wonderful job of portraying the person that he did in this movie and yet, it is still funny.",positive
"I remember seeing this film in the mid 80's thought it a well paced and well acted piece. I now work quite often in Berkeley Square and the had to get a copy of DVD to remind myself how little the area has changed, although my office is newish it just 30 seconds away from ""the bank"". Even Jack Barclays car dealership is still there selling Bentleys and Rolls Royces.<br /><br />It's look like the DVD is due a Region 2 release soon. The region 1 copy I is very poor quality. Let's hope they've cleaned it up.<br /><br />Only the slightly dodgy escape sequence from the court spoils what would otherwise be a great film but I guess is in line with the caper tag the film goes with.",positive
"Two hours ago I was watching this brilliant movie which overwhelmed me with its imprisoning photography. It is quite understandable how it won the prize of Best Camera in Cannes 2000. Close ups predominated it. Close ups of walls, humans and of many other things. The warm colored lighting (which is also usually by the director) gave the movie a warm atmosphere. Only two persons are principally to be seen in most of it. An interesting music and especially three songs or themes accompanied the movie nearly all the time. Each one of these themes represented a certain atmosphere during the whole movie. Silence and slow movements characterize the movie. Some scenes were extended moments or a serious of close-ups. Not only Tony Leung deserves a prize for his superb acting since Maggie Cheung was also so brilliant. I wonder how many dresses she was wearing in the different scenes. The story was also connected somehow with the history of Hong Kong and the region the 1960s. This prevented me from understanding some details of the it especially at the end. In short I would recommend the fans of artistic movies to watch it in the cinema.",positive
"Luckily for Bill Murray this is such a light-weight project since he pretty much has to carry it. Meatballs is the story of low-rent Camp Northstar and how its counselors deal with the campers as well as one another. Then there is much made of their wealthy rivals from across the lake named Camp Mohawk which culminates in a two-day Olympiad competition. Above it all is Bill Murray clowning around and making a pretty memorable film debut.<br /><br />The film is sprinkled with medium-sized laughs, chuckles, and more than a few guffaws along the way. The biggest laughs come from the pranks played on the nerdy camp director. Three of them involve the counselors moving his bed outside in various locations while he's sleeping. Morty, or ""Micky"" as everyone calls him, wakes up along the side of a road, strung up in some trees several feet above the ground, and finally floating on a raft in the middle of the lake! There are also some funny moments involving the counselors hitting on one another, but this is a PG rated film with little in the way of raunchiness.<br /><br />The film takes a serious note involving a shy camper named Rudy who is played by Chris Makepeace. Of course it's up to Murray to teach the kid how to open up, and give him the confidence he needs to run a marathon during the Olympiad. The sentimentality of Rudy's situation seems tacked on to a great degree. Notice how when Murray first sees the kid sitting alone in the grass after getting off the bus he tells him, ""you must be the short depressed kid we ordered."" Makes you wonder if that line was really in the script or Murray was just ad-libbing while the cameras were rolling. In other words, Murray might as well have said to Makepeace, ""you must be that actor we hired to play the stereotypical lonely kid you see in most summer camp films who doesn't fit in."" But before it's all over, Murray's performance makes this plot device more than bearable. He really seems to have some good chemistry with Makepeace.<br /><br />The film culminates with the games between the two rival camps. Very little of the events we are shown are even slightly believable, but ""it just doesn't matter"". This is a pretty good film on many levels. Don't let the absurd 5.6 rating this film is currently getting scare you off. Murray will keep you laughing throughout. Just be warned..... avoid the sequels!!!! Especially the one with Corey Feldman!! 8 of 10 stars.<br /><br />The Hound.",positive
"I find it very intriguing that Lee Radziwill, Jackie Kennedy's sister and the cousin of these women, would encourage the Maysles' to make ""Big Edie"" and ""Little Edie"" the subject of a film. They certainly could be considered the ""skeletons"" in the family closet. The extra features on the DVD include several contemporary fashion designers crediting some of their ideas to these oddball women. I'd say that anyone interested in fashion would find the discussion by these designers fascinating. (i.e. ""Are they nuts? Or am I missing something?""). This movie is hard to come by. Netflix does not have it. Facets does, though.",positive
"I just watched this movie on it's premier night out of curiosity and sheer nostalgia. I liked (not loved) ""Mork & Mindy"" as a kid, mostly for Robin William's zany energetic performance. This movie made me remember why. Was the original show great? Not really, but Robin certainly was. Which brings me to this movie.<br /><br />I was pleasantly surprised, expecting nothing more than a paint by numbers chronological retelling of the show (which in a way it was). But, of course, the real focus was on Robin. It was interesting to see Robin's journey from struggling street jester to national t.v star, and how such a drastic difference affected him and his long suffering wife. And my hat is off to star Chris Diamantopoulos as he portrayed Mr. Williams with integrity, sensitivity, and heart; not just a cute impression, although it was even dead-on. (On an unrelated note, I noticed that Robin's struggles were in some ways similar to Andy Kaufman, who was under-appreciated by network t.v. and held back creatively, but that's the ""Taxi"" behind the scenes biopic.)<br /><br />All in all, this was a very enjoyable flick, in which I felt I got to know a little more of the man behind the Orkan. The acting was solid by all- never melodramatic like I suspected- and the story moved along well. Performances that were particularly good were by those who played Garry Marshall and John Belushi (the scene in which Belushi heckles Robin was a hoot!). Not a great masterpiece by any means (I would have liked to have seen a tad more about Pam Dawber), but definitely watchable, especially for those Robin Williams and ""Mork & Mindy"" fans out there. Nanoo, nanoo!",positive
"This cute animated short features two comic icons - Betty Boop and Henry.<br /><br />Henry is the bald, slightly portly boy from the comics who never speaks.<br /><br />Well here he does speak!<br /><br />He wants to get a puppy from Betty Boop's pet store, and when he is left to mind the store - some hilarious hijinks ensue.<br /><br />Betty sings a song about pets, Henry gets in a battle with birds and a monkey, but everything works out in the end.",positive
